,ID,RESTAURANT NAME,INSPECTION YEAR,NUMBER OF CRITICAL VIOLATIONS,ADDRESS
941,40398899,KNAPP ST PIZZA II,2019,1.0,261 AVENUE X BROOKLYN NY 11223
944,40398989,FRESCO,2019,1.0,34 EAST   52 STREET MANHATTAN NY 10022
946,40399057,9TH AVE SALOON,2019,1.0,656 9 AVENUE MANHATTAN NY 10036
948,40399090,EUROPA CAFE,2019,1.0,1177 AVENUE OF THE AMERICAS MANHATTAN NY 10036
952,40399174,GIGINO TRATTORIA,2019,2.0,323 GREENWICH STREET MANHATTAN NY 10013
955,40399279,POMODORO RISTORANTE,2019,2.0,229 COLUMBUS AVENUE MANHATTAN NY 10023
957,40399329,ARTE RESTAURANT,2019,1.0,21 EAST    9 STREET MANHATTAN NY 10003
962,40399422,PIZZA CHEF,2019,1.0,15381 CROSS ISLAND PARKWAY QUEENS NY 11357
966,40399560,SARDIS RESTAURANT,2019,2.0,234 WEST   44 STREET MANHATTAN NY 10036
969,40399581,PIO PIO,2019,1.0,6230 WOODHAVEN BOULEVARD QUEENS NY 11374
972,40399672,BAGELS & CREAM CAFE,2019,1.0,8002 SURREY PLACE QUEENS NY 11432
974,40399729,GLORY DELI & GROCERY,2019,2.0,4630 VERNON BOULEVARD QUEENS NY 11101
976,40399739,"DUNKIN' DONUTS, BASKIN ROBBINS",2019,2.0,6103 FLUSHING AVENUE QUEENS NY 11378
978,40399751,NOODLE PUDDING,2019,1.0,38-40 HENRY ST BROOKLYN NY 11201
981,40399778,MCDONALD'S,2019,1.0,599 GRAND CONCOURSE BRONX NY 10451
983,40399784,UNCLE NICKS,2019,1.0,747 9 AVENUE MANHATTAN NY 10019
985,40399810,INTERNATIONAL RESTAURANT,2019,1.0,4408 5 AVENUE BROOKLYN NY 11220
992,40399911,LENNY'S PIZZA,2019,1.0,1969 86 STREET BROOKLYN NY 11214
994,40399955,SCHICK'S MANOR,2019,2.0,4901 12 AVENUE BROOKLYN NY 11219
997,40399996,VILLA MONTE PIZZERIA,2019,2.0,240 ARDEN AVENUE STATEN ISLAND NY 10312
1004,40400185,CAFE BEYOND,2019,1.0,620 6 AVENUE MANHATTAN NY 10011
1006,40400198,CABANA,2019,1.0,10712 70 ROAD QUEENS NY 11375
1012,40400429,BONELLE PASTRY SHOP,2019,2.0,10830 ASCAN AVENUE QUEENS NY 11375
1017,40400539,ALL AMERICAN COFFEE SHOP,2019,2.0,3519 37 AVENUE QUEENS NY 11101
1018,40400544,THE ARCH DINER,2019,3.0,1866 RALPH AVENUE BROOKLYN NY 11236
1022,40400561,FORTUNATO BROS CAFE & BAKERY,2019,2.0,289 MANHATTAN AVENUE BROOKLYN NY 11211
1024,40400610,MOUSTACHE RESTAURANT,2019,3.0,90 BEDFORD STREET MANHATTAN NY 10014
1029,40400686,PEKING DUCK HOUSE,2019,7.0,236 EAST   53 STREET MANHATTAN NY 10022
1030,40400702,ELLEN'S STARDUST DINER,2019,1.0,1650 BROADWAY MANHATTAN NY 10019
1032,40400710,IL BUCO RESTAURANT,2019,2.0,47 BOND STREET MANHATTAN NY 10012
1036,40400810,THE SCRATCHER CAFE,2019,1.0,209 EAST    5 STREET MANHATTAN NY 10003
1039,40400962,WHITE CASTLE,2019,1.0,351 EAST  103 STREET MANHATTAN NY 10029
1041,40400976,IRISH PUNT,2019,1.0,40 EXCHANGE PLACE MANHATTAN NY 10005
1044,40401000,DOWNTOWN BAKERY II MEXICAN FOOD,2019,2.0,69 1 AVENUE MANHATTAN NY 10003
1051,40401093,FRENCH ROAST,2019,1.0,2340 BROADWAY MANHATTAN NY 10024
1054,40401160,LA CABANA SALVADORENA RESTAURANT,2019,1.0,4384 BROADWAY MANHATTAN NY 10040
1055,40401173,BIG BAR,2019,1.0,73 EAST    7 STREET MANHATTAN NY 10003
1063,40401506,MINT,2019,1.0,535 KINGS HIGHWAY BROOKLYN NY 11223
1065,40401543,USA DINER,2019,6.0,24303 MERRICK BOULEVARD QUEENS NY 11422
1067,40401556,HEIGHTS CAFE,2019,1.0,84 MONTAGUE STREET BROOKLYN NY 11201
1068,40401583,EL REY DE LA CARIDAD,2019,1.0,973 AMSTERDAM AVENUE MANHATTAN NY 10025
1071,40401707,ORIENTAL PALACE KITCHEN,2019,1.0,1728 MADISON AVENUE MANHATTAN NY 10029
1073,40401742,MCDONALD'S,2019,1.0,221-12 SOUTH CONDUIT AVENUE QUEENS NY 11413
1076,40401834,COLUMBUS GOURMET FOOD,2019,1.0,261 COLUMBUS AVE STORE #2 MANHATTAN NY 10023
1079,40401864,NELLY'S CAFE,2019,2.0,1012 37 AVENUE QUEENS NY 11101
1082,40401895,JOHNNY'S BAR,2019,1.0,90 GREENWICH AVENUE MANHATTAN NY 10011
1085,40401934,BROOKLYN DINER,2019,1.0,888 7 AVENUE MANHATTAN NY 10106
1088,40402007,GRAND AVENUE PIZZA,2019,1.0,3424 30 AVENUE QUEENS NY 11103
1090,40402023,LE MARAIS,2019,1.0,150 WEST   46 STREET MANHATTAN NY 10036
1094,40402089,HENRY ST. ALE HOUSE,2019,1.0,62 HENRY STREET BROOKLYN NY 11201
1095,40402102,TIMMY'S DELI,2019,1.0,11102 ROOSEVELT AVENUE QUEENS NY 11368
1097,40402172,LOMBARDI'S,2019,3.0,32 SPRING STREET MANHATTAN NY 10012
1099,40402222,RAB'S COUNTRY LANE,2019,1.0,1600 HYLAN BOULEVARD STATEN ISLAND NY 10305
1104,40402337,J & M BAKERY,2019,2.0,3010 36 AVENUE QUEENS NY 11106
1106,40402345,AMERICAS RESTORANTE,2019,3.0,10310 ROOSEVELT AVENUE QUEENS NY 11368
1117,40402418,NEW YORK JR. LEAGUE,2019,1.0,130 EAST   80 STREET MANHATTAN NY 10075
1120,40402424,ANGLERS CLUB OF NEW YORK,2019,1.0,101 BROAD STREET MANHATTAN NY 10004
1122,40402465,THE UNION LEAGUE CLUB,2019,1.0,38 EAST   37 STREET MANHATTAN NY 10016
1125,40402527,MADISON SQUARE,2019,1.0,51 MADISON AVE MANHATTAN NY 10010
1127,40402610,YALE CLUB,2019,1.0,50 VANDERBILT AVENUE MANHATTAN NY 10017
1131,40402755,THE UNIVERSITY CLUB,2019,2.0,1 WEST   54 STREET MANHATTAN NY 10019
1137,40403799,BLACK ROCK CAFE,2019,1.0,51 WEST   52 STREET MANHATTAN NY 10019
1139,40403830,PRINCESS MANOR,2019,1.0,92 NASSAU AVENUE BROOKLYN NY 11222
1142,40404010,VOYA CAFETERIA,2019,1.0,230 PARK AVENUE MANHATTAN NY 10169
1144,40404017,CRAVATH CAFE,2019,2.0,825 8 AVENUE MANHATTAN NY 10019
1146,40404024,THE PENN CLUB,2019,1.0,30 WEST   44 STREET MANHATTAN NY 10036
1148,40404069,MUTUAL OF AMERICA,2019,2.0,320 PARK AVENUE MANHATTAN NY 10022
1149,40404080,LAZARD FRERES,2019,1.0,30 ROCKEFELLER PLAZA MANHATTAN NY 10112
1152,40423399,LORDS BAKERY,2019,1.0,2135 NOSTRAND AVENUE BROOKLYN NY 11210
1154,40423403,LA DELICE PASTRY SHOP,2019,1.0,372 3 AVENUE MANHATTAN NY 10016
1157,40423481,KINGSTON TROPICAL BAKERY,2019,1.0,4000 WHITE PLAINS ROAD BRONX NY 10466
1159,40423563,CIRCO PASTRY SHOP,2019,1.0,312 KNICKERBOCKER AVENUE BROOKLYN NY 11237
1164,40423819,ALFONSO'S PASTRY SHOPPE,2019,1.0,1899 VICTORY BOULEVARD STATEN ISLAND NY 10314
1168,40424247,BAGELS DELI,2019,2.0,7039 PARSONS BOULEVARD QUEENS NY 11365
1170,40424410,HIGHWAY BAGELS,2019,2.0,1921 KINGS HIGHWAY BROOKLYN NY 11229
1177,40424709,THE CAKE CHEF,2019,1.0,957 JEWETT AVENUE STATEN ISLAND NY 10314
1181,40424780,MANNA ONE BAKERY,2019,1.0,27 CATHERINE STREET MANHATTAN NY 10038
1184,40424906,MANNA HOUSE BAKERY,2019,1.0,87 EAST BROADWAY MANHATTAN NY 10002
1186,40424972,JACKIE'S WEST INDIAN BAKERY,2019,1.0,1203 EAST  233 STREET BRONX NY 10466
1188,40425000,PATMAR BAKE SHOP,2019,1.0,20507 LINDEN BOULEVARD QUEENS NY 11412
1192,40425060,APOLLO BAKERY,2019,1.0,13536 39 AVENUE QUEENS NY 11354
1202,40483195,THE JOYCE THEATER,2019,1.0,175 EIGHTH AVENUE MANHATTAN NY 10011
1213,40510341,THE MUFFIN CAFE,2019,3.0,222 COLUMBUS AVENUE MANHATTAN NY 10023
1215,40510389,ZARO'S BREAD BASKET,2019,1.0,1 PENNSYLVANIA STATION (AMTRACK) MANHATTAN NY 10121
1218,40510605,HAMILTON DELI,2019,1.0,1129 AMSTERDAM AVENUE MANHATTAN NY 10025
1220,40510647,ROTI CORNER RESTAURANT,2019,1.0,18018 HILLSIDE AVENUE QUEENS NY 11432
1223,40510823,PITUSA BAKERY,2019,1.0,831 EAST  149 STREET BRONX NY 10455
1227,40511479,CIBAR,2019,2.0,56 IRVING PLACE MANHATTAN NY 10003
1230,40511645,RESTIVO RISTORANTE,2019,1.0,209 7 AVENUE MANHATTAN NY 10011
1233,40511696,GEMINI'S LOUNGE,2019,2.0,10723 LIBERTY AVENUE QUEENS NY 11417
1235,40511771,PIZZA PARK,2019,4.0,1233 FIRST AVENUE MANHATTAN NY 10065
1240,40512087,BIG NEW YORK FRIED CHICKEN,2019,1.0,715 BEACH 20 STREET QUEENS NY 11691
1242,40512123,GREEN SYMPHONY,2019,1.0,547 6 AVENUE MANHATTAN NY 10011
1244,40512129,MILL KOREAN RESTAURANT,2019,2.0,2895 BROADWAY MANHATTAN NY 10025
1245,40512172,THE ASTORIA WORLD MANOR,2019,1.0,2522 _ASTORIA BOULEVARD QUEENS NY 11102
1247,40512207,WOODLAWN CAFE,2019,1.0,3700 JEROME AVENUE BRONX NY 10467
1252,40512425,MCDONALD'S,2019,1.0,5713 CHURCH AVENUE BROOKLYN NY 11203
1255,40512617,ZARO'S BREAD BASKET,2019,1.0,89 EAST   42 STREET MANHATTAN NY 10017
1261,40512868,AQUA GRILL,2019,1.0,210 SPRING STREET MANHATTAN NY 10012
1264,40513059,LOS ANGELES BAKERY,2019,2.0,729 FLUSHING AVENUE BROOKLYN NY 11206
1266,40513133,EL CONTINENTAL RESTAURANT,2019,1.0,672 FIFTH AVENUE BROOKLYN NY 11215
1267,40513164,MCGEES PUB,2019,1.0,240 WEST   55 STREET MANHATTAN NY 10019
1269,40513184,ACE BAR,2019,1.0,531 EAST    5 STREET MANHATTAN NY 10009
1272,40513609,SKYLIGHT DINER,2019,1.0,402 WEST   34 STREET MANHATTAN NY 10001
1275,40513662,PIAXTLA ES MEXICO DELI,2019,2.0,505 51 STREET BROOKLYN NY 11220
1277,40513798,SOHO GRAND HOTEL,2019,2.0,310 WEST BROADWAY MANHATTAN NY 10013
1279,40514147,CREATIVE EDGE CATERERS,2019,1.0,110 BARROW STREET MANHATTAN NY 10014
1281,40515124,RENEE'S KITCHENETTE,2019,1.0,6914 ROOSEVELT AVENUE QUEENS NY 11377
1290,40516149,AZUSA OF JAPAN,2019,4.0,3 EAST   44 STREET MANHATTAN NY 10017
1297,40521343,MCDONALD'S,2019,1.0,803 FOREST AVENUE STATEN ISLAND NY 10310
1299,40522190,KINGS CARRIAGE HOUSE,2019,1.0,251 EAST   82 STREET MANHATTAN NY 10028
1303,40523972,STARBUCKS,2019,1.0,24 STATE STREET MANHATTAN NY 10004
1304,40524833,STARBUCKS,2019,1.0,1280 LEXINGTON AVENUE MANHATTAN NY 10028
1308,40524888,SISTERS CUISINE,2019,1.0,1931 MADISON AVENUE MANHATTAN NY 10035
1314,40525767,CAPRI II PIZZA,2019,1.0,149 DREISER LOOP BRONX NY 10475
1316,40526104,AMY'S BREAD,2019,1.0,75 NINTH AVENUE MANHATTAN NY 10011
1320,40526489,DEB'S,2019,1.0,200 VARICK STREET MANHATTAN NY 10014
1322,40527001,ISLAND BURGERS AND SHAKES,2019,3.0,766 NINTH AVENUE MANHATTAN NY 10019
1327,40528441,SWIFT,2019,1.0,34 EAST    4 STREET MANHATTAN NY 10003
1328,40529040,MINITALIA PIZZERIA,2019,1.0,6625 FRESH POND ROAD QUEENS NY 11385
1329,40529203,DRAGON CITY,2019,2.0,2102 BARTOW AVE BRONX NY 10475
1337,40533515,DYCKMAN EXPRESS RESTAURANT,2019,1.0,101 DYCKMAN STREET MANHATTAN NY 10040
1339,40534067,BURGER KING,2019,1.0,3707 82 STREET QUEENS NY 11372
1344,40534893,THE GREAT BURRITO MEXICAN KITCHEN,2019,2.0,405 AMSTERDAM AVENUE MANHATTAN NY 10024
1347,40534973,LIMITLESS FITNESS,2019,2.0,15705 CROSSBAY BOULEVARD QUEENS NY 11414
1350,40535383,ADRIA HOTEL,2019,1.0,22117 NORTHERN BOULEVARD QUEENS NY 11361
1352,40535391,CAFE CHAMPIGNON,2019,1.0,200 7 AVENUE MANHATTAN NY 10011
1354,40535399,VON,2019,1.0,3 BLEECKER STREET MANHATTAN NY 10012
1360,40536227,JADE ISLAND RESTAURANT,2019,1.0,2845 RICHMOND AVENUE STATEN ISLAND NY 10314
1362,40536280,TRINITY PUB,2019,1.0,229 EAST   84 STREET MANHATTAN NY 10028
1365,40536616,RIAZOR BLUE TAPAS BAR,2019,2.0,8905 NORTHERN BOULEVARD QUEENS NY 11372
1366,40536785,CONNECTICUT MUFFIN,2019,1.0,171 7 AVENUE BROOKLYN NY 11215
1370,40537686,BULL MCCABES,2019,1.0,29 ST MARKS PLACE MANHATTAN NY 10003
1372,40537963,NEW RUAN'S RESTAURANT,2019,2.0,1955 86 STREET BROOKLYN NY 11214
1375,40538189,EDWARD'S,2019,1.0,136 WEST BROADWAY MANHATTAN NY 10013
1377,40538563,FOUR SEASONS HOTEL,2019,1.0,57 EAST   57 STREET MANHATTAN NY 10022
1379,40538662,MCDONALD'S,2019,1.0,4040 BROADWAY MANHATTAN NY 10032
1384,40539661,BAKE AND THINGS RESTAURANT,2019,1.0,184 EAST   35 STREET BROOKLYN NY 11203
1386,40541670,BAGEL CLUB,2019,1.0,20814 CROSS ISLAND PARKWAY QUEENS NY 11360
1388,40542205,MINI STAR RESTAURANT,2019,1.0,3002 STEINWAY STREET QUEENS NY 11103
1390,40542345,TOWNE DELI & PIZZA,2019,2.0,5373 ARTHUR KILL ROAD STATEN ISLAND NY 10307
1395,40544044,NIX MIX COFFEE SHOP,2019,2.0,9017 130 STREET QUEENS NY 11418
1398,40544267,UNITED CYPRIANS OF AMERICA,2019,1.0,2816 ASTORIA BOULEVARD QUEENS NY 11102
1401,40544529,CORATO PIZZA II,2019,2.0,6091 MYRTLE AVENUE QUEENS NY 11385
1403,40544576,YONAH SHIMMELS KNISHES,2019,1.0,137 EAST HOUSTON STREET MANHATTAN NY 10002
1406,40544774,VINNIE'S PIZZERIA/ LUNCHEONETTE,2019,1.0,1593 MCDONALD AVENUE BROOKLYN NY 11230
1408,40544813,BENNY'S FAMOUS PIZZA,2019,2.0,4514 13 AVENUE BROOKLYN NY 11219
1410,40544823,MURRAY'S BAGELS,2019,1.0,500 AVENUE OF THE AMERICAS MANHATTAN NY 10011
1412,40544948,ALBA'S PIZZA,2019,1.0,3620 DITMARS BOULEVARD QUEENS NY 11105
1414,40544958,CALIENTE CAB CO,2019,1.0,61 7 AVENUE SOUTH MANHATTAN NY 10014
1417,40545130,SPEEDY'S DELI,2019,1.0,1271 BROADWAY MANHATTAN NY 10001
1420,40545329,BEN'S DELI,2019,1.0,209 WEST   38 STREET MANHATTAN NY 10018
1422,40545375,POST BILLIARDS CAFE,2019,1.0,154 POST AVENUE MANHATTAN NY 10034
1426,40545546,CAFE 31,2019,1.0,220 WEST   31 STREET MANHATTAN NY 10001
1430,40545741,BOB'S STEAK & CHOP HOUSE,2019,1.0,21 EAST   52 STREET MANHATTAN NY 10022
1433,40545967,TASTEE CORNER,2019,1.0,3020 30 AVENUE QUEENS NY 11102
1436,40546098,CHURRASCARIA PLATAFORMA,2019,1.0,316 WEST   49 STREET MANHATTAN NY 10019
1439,40546257,STARBUCKS,2019,1.0,93 GREENWICH AVENUE MANHATTAN NY 10014
1440,40546306,REBAR,2019,1.0,223 WEST   19 STREET MANHATTAN NY 10011
1446,40547434,THE BURRITO BAR RESTAURANT,2019,1.0,585 FOREST AVENUE STATEN ISLAND NY 10310
1450,40548426,SPOLINI'S,2019,1.0,11625 METROPOLITAN AVENUE QUEENS NY 11418
1451,40548730,RAY'S PIZZA RESTUARANT,2019,1.0,553 EAST  138 STREET BRONX NY 10454
1453,40548768,MCDONALD'S,2019,1.0,4259 BROADWAY MANHATTAN NY 10033
1455,40549443,JJ GARDEN RESTAURANT,2019,1.0,7521 31 AVENUE QUEENS NY 11370
1457,40549885,MONTEZUMA RESTAURANT,2019,2.0,119 WEST KINGSBRIDGE ROAD BRONX NY 10468
1460,40550150,AKIYAMA JAPANESE RESTAURANT,2019,1.0,13216 14 AVENUE QUEENS NY 11356
1467,40551093,GINO'S PIZZA,2019,1.0,218 FLATBUSH AVENUE BROOKLYN NY 11217
1469,40551234,THE GIN MILL,2019,1.0,442 AMSTERDAM AVENUE MANHATTAN NY 10024
1472,40551900,KILLMEYER'S OLD BAVARIA INN.,2019,1.0,4256 ARTHUR KILL ROAD STATEN ISLAND NY 10309
1474,40552965,GROUND LEVEL  PUB & GRUB,2019,1.0,958 POST AVENUE STATEN ISLAND NY 10302
1477,40553657,LENNY'S PIZZA,2019,1.0,594 5 AVENUE BROOKLYN NY 11215
1478,40554018,LA BELLA ROSA BAKERY,2019,1.0,605 EAST TREMONT AVENUE BRONX NY 10457
1482,40554360,BIRDLAND,2019,1.0,315 WEST   44 STREET MANHATTAN NY 10036
1485,40554463,EL GAUCHITO RESTAURANT,2019,1.0,9460 CORONA AVENUE QUEENS NY 11373
1488,40557279,BENNIE'S THAI CAFE,2019,3.0,88 FULTON STREET MANHATTAN NY 10038
1490,40557466,KENNEDY FRIED CHICKEN,2019,1.0,696 ALLERTON AVENUE BRONX NY 10467
1492,40557912,KISMAT INDIAN CUISINE,2019,2.0,603 FORT WASHINGTON AVENUE MANHATTAN NY 10040
1495,40559439,MANSIONS CATER,2019,2.0,80 5 AVENUE MANHATTAN NY 10011
1497,40559546,PASHA TURKISH RESTAURANT,2019,2.0,64 WEST   71 STREET MANHATTAN NY 10023
1499,40559606,THAI SON VIETNAMESE CUISINE,2019,1.0,89 BAXTER STREET MANHATTAN NY 10013
1501,40559633,GOTHAM CAFE/SKYLIGHT LOUNGE (INSIDE THE WATSON HOTEL),2019,1.0,440 WEST   57 STREET MANHATTAN NY 10019
1503,40559634,TICK TOCK DINER,2019,1.0,481 8 AVENUE MANHATTAN NY 10001
1507,40559892,QUALITY MEATS,2019,1.0,57 WEST   58 STREET MANHATTAN NY 10019
1509,40560074,M & M BAR & GRILL,2019,2.0,1218 ST NICHOLAS AVENUE MANHATTAN NY 10032
1511,40560112,EL MALECON RESTAURANT,2019,1.0,764 AMSTERDAM AVENUE MANHATTAN NY 10025
1515,40560823,LENA RESTAURANT,2019,1.0,206 EAST  198 STREET BRONX NY 10458
1518,40560927,IGGY'S,2019,1.0,1452 2 AVENUE MANHATTAN NY 10021
1526,40561003,AUNTIE ANNE'S PRETZELS,2019,2.0,0 PENN STATION MANHATTAN NY 10121
1530,40561312,PSC CAFETERIA,2019,1.0,177 KENT STREET BROOKLYN NY 11222
1532,40561796,CAFE BAR,2019,1.0,3290 36 STREET QUEENS NY 11106
1534,40563475,MAMOUN FALAFEL,2019,1.0,119 MACDOUGAL STREET MANHATTAN NY 10012
1538,40564842,LA CABANA ARGENTINA,2019,1.0,8607 NORTHERN BOULEVARD QUEENS NY 11372
1542,40566335,CARRY ON TEA & SYMPATHY,2019,1.0,110 GREENWICH AVENUE MANHATTAN NY 10011
1544,40566485,TAD'S STEAKS,2019,1.0,761 7 AVENUE MANHATTAN NY 10019
1546,40566617,STARBUCKS,2019,1.0,750 7 AVENUE MANHATTAN NY 10019
1549,40566783,GRAND MORELOS DINER & BAKERY,2019,1.0,727 GRAND STREET BROOKLYN NY 11211
1552,40567533,THE THIRSTY SCHOLAR,2019,1.0,155 2 AVENUE MANHATTAN NY 10003
1557,40568945,WENDY'S,2019,1.0,13841 JAMAICA AVENUE QUEENS NY 11435
1561,40568964,BONA PIZZA,2019,4.0,751 WESTCHESTER AVENUE BRONX NY 10455
1564,40569838,GLEN ROY BAR AND GRILL,2019,1.0,145 EAST  149 STREET BRONX NY 10451
1565,40570254,CRYSTAL MANOR,2019,1.0,1460 FLATBUSH AVENUE BROOKLYN NY 11210
1566,40570278,STARBUCKS,2019,1.0,370 7 AVENUE MANHATTAN NY 10001
1568,40570634,AN BEAL BOCHT CAFE,2019,1.0,445 WEST  238 STREET BRONX NY 10463
1572,40570920,PADDY REILLY'S BAR,2019,1.0,519 2 AVENUE MANHATTAN NY 10016
1576,40571128,THE HEIGHTS BAR & GRILL,2019,2.0,2867 BROADWAY MANHATTAN NY 10025
1581,40572098,THE SPRING LOUNGE,2019,1.0,48 SPRING STREET MANHATTAN NY 10012
1582,40572406,SHAMROCK INN,2019,1.0,1729 CROSBY AVENUE BRONX NY 10461
1586,40572960,RIO DE LA PLATA BAKERY,2019,3.0,9465 CORONA AVE QUEENS NY 11373
1590,40573141,PEPE ROSSO TO GO,2019,1.0,149 SULLIVAN STREET MANHATTAN NY 10012
1597,40574293,LA BONBONNIERE,2019,1.0,28 8 AVENUE MANHATTAN NY 10014
1602,40574733,VINNY'S OF CARROLL GARDEN RESTAURANT & LUNCHEONETT,2019,5.0,295 SMITH STREET BROOKLYN NY 11231
1604,40574871,BALTHAZAR RESTAURANT,2019,3.0,80 SPRING STREET MANHATTAN NY 10012
1607,40575338,AIRPORT DELI,2019,1.0,8420 ASTORIA BOULEVARD QUEENS NY 11370
1609,40575487,NAPOLI PIZZA,2019,1.0,254 LIVONIA AVENUE BROOKLYN NY 11212
1611,40575697,BARRE CAFE AT STEPS,2019,1.0,2121 BROADWAY MANHATTAN NY 10023
1615,40576056,BARRY'S RESTAURANT,2019,1.0,707 EAST  235 STREET BRONX NY 10466
1618,40576196,MARIELLA PIZZA,2019,2.0,965 LEXINGTON AVENUE MANHATTAN NY 10021
1620,40576213,EGYPTIAN COFFEE SHOP,2019,1.0,2509 STEINWAY STREET QUEENS NY 11103
1625,40576333,NEW YORK UNIVERSITY - SNOW DINING,2019,1.0,40 WASHINGTON SQUARE SOUTH MANHATTAN NY 10012
1629,40576810,JERK HUT,2019,1.0,23107 MERRICK BOULEVARD QUEENS NY 11413
1633,40577204,IMPERIAL BIKER BAR,2019,1.0,652 FRANKLIN AVENUE BROOKLYN NY 11238
1635,40577241,ROYAL BAKERY & ROTI SHOP,2019,1.0,618 NOSTRAND AVENUE BROOKLYN NY 11216
1637,40577362,GINO'S PIZZA,2019,1.0,831 FLATBUSH AVENUE BROOKLYN NY 11226
1640,40577676,SARABETH'S KITCHEN,2019,1.0,1295 MADISON AVENUE MANHATTAN NY 10128
1643,40578124,IL POSTINO,2019,1.0,337 EAST   49 STREET MANHATTAN NY 10017
1646,40578388,GIRALDA BAKERY,2019,1.0,1035 EAST  163 STREET BRONX NY 10459
1649,40578732,STARBUCKS,2019,1.0,296 3 AVENUE MANHATTAN NY 10010
1651,40578773,JOHN'S PIZZA,2019,1.0,260 WEST   44 STREET MANHATTAN NY 10036
1655,40579869,LUCKY DELI,2019,2.0,12 EAST   37 STREET MANHATTAN NY 10016
1658,40580298,HILLSTONE,2019,1.0,153 EAST   53 STREET MANHATTAN NY 10022
1663,40581387,STARBUCKS COFFEE #7358,2019,1.0,50 COURT STREET BROOKLYN NY 11201
1666,40581917,EMPORIUM BRASIL RESTAURANT,2019,1.0,15 WEST   46 STREET MANHATTAN NY 10036
1668,40582103,MAMA'S FRIED CHICKEN,2019,1.0,2158 8 AVENUE MANHATTAN NY 10026
1673,40583239,CITIBANK EMPLOYEE CAFETERIA,2019,1.0,1 COURT SQUARE QUEENS NY 11101
1675,40584030,HALE & HEARTY SOUP,2019,1.0,55 WEST   56 STREET MANHATTAN NY 10019
1676,40584086,CHO DANG GOL,2019,1.0,55 WEST   35 STREET MANHATTAN NY 10001
1679,40584579,LENNY & JOHN'S PIZZA,2019,1.0,2036 FLATBUSH AVENUE BROOKLYN NY 11234
1681,40585040,CAFE RAKKA,2019,2.0,81 ST MARKS PLACE MANHATTAN NY 10003
1688,40586094,GENESIS # 1 WEST INDIAN,2019,2.0,16223 HILLSIDE AVENUE QUEENS NY 11432
1692,40586834,PERFECTO PIZZA & COFFEE SHOP,2019,1.0,16923 JAMAICA AVE QUEENS NY 11432
1698,40587835,MCLOUGHLINS BAR,2019,2.0,3106 BROADWAY QUEENS NY 11106
1700,40588072,CIRO'S PIZZA,2019,1.0,11319 BEACH CHANNEL DRIVE QUEENS NY 11694
1703,40588761,PATTY WORLD,2019,1.0,8959 164 STREET QUEENS NY 11432
1709,40590969,KINGS COUNTY CAFETERIA BLDG T,2019,1.0,451 CLARKSON AVENUE BROOKLYN NY 11203
1712,40591269,STARBUCKS,2019,1.0,195 BROADWAY MANHATTAN NY 10007
1713,40591271,101 DELI,2019,1.0,10016 ROCKAWAY BEACH BOULEVARD QUEENS NY 11694
1715,40591344,TRIANGOLO PIZZERIA,2019,1.0,1017 MANHATTAN AVENUE BROOKLYN NY 11222
1720,40591856,LA NUEVA PLAYITA,2019,1.0,14923 JAMAICA AVENUE QUEENS NY 11435
1722,40592117,THE OTHEROOM,2019,1.0,143 PERRY STREET MANHATTAN NY 10014
1726,40592296,3 DELI & GRILL,2019,1.0,133 EAST   55 STREET MANHATTAN NY 10022
1729,40592791,KRISPY PIZZA,2019,1.0,7112 13 AVENUE BROOKLYN NY 11228
1732,40592981,FLUTE,2019,2.0,205 WEST   54 STREET MANHATTAN NY 10019
1734,40593315,READE STREET PUB & KITCHEN,2019,1.0,135 READE STREET MANHATTAN NY 10013
1736,40593352,S S CALABRO PIZZERIA,2019,1.0,3065 14 STREET QUEENS NY 11102
1741,40593848,MY LITTLE PIZZERIA,2019,1.0,114 COURT STREET BROOKLYN NY 11201
1744,40594203,LA GOURMET,2019,3.0,111 EAST   58 STREET MANHATTAN NY 10022
1748,40594824,DUNKIN' DONUTS,2019,1.0,6040 MYRTLE AVENUE QUEENS NY 11385
1751,40594962,TRIBECA TAVERN,2019,1.0,247 WEST BROADWAY MANHATTAN NY 10013
1754,40595941,RED BOWL NOODLE SHOP,2019,5.0,4052 MAIN STREET QUEENS NY 11354
1761,40597074,CAFFE' ROMEO,2019,1.0,7111 20 AVENUE BROOKLYN NY 11204
1764,40597588,O'REILLY'S PUB,2019,1.0,54 WEST   31 STREET MANHATTAN NY 10001
1766,40597618,TONY'S BRICK OVEN,2019,1.0,1140 BAY STREET STATEN ISLAND NY 10305
1768,40597923,BASSETT CATERERS,2019,1.0,1404 AVENUE X BROOKLYN NY 11235
1770,40598933,MARIO'S PIZZERIA,2019,1.0,224 DEKALB AVENUE BROOKLYN NY 11205
1775,40600383,FERRARA'S,2019,1.0,195 GRAND STREET MANHATTAN NY 10013
1776,40600619,BURGER KING,2019,1.0,16 BEAVER STREET MANHATTAN NY 10004
1779,40601006,LA BRUSCHETTA RESTAURANT,2019,1.0,256 7 AVENUE BROOKLYN NY 11215
1781,40601159,PERFECTO PIZZERIA,2019,1.0,2479 BROADWAY MANHATTAN NY 10025
1783,40601189,LE GLACIER,2019,1.0,60 WALL STREET MANHATTAN NY 10005
1798,40604769,FAMOUS FAMIGLIA,2019,1.0,734 AMSTERDAM AVENUE MANHATTAN NY 10025
