,ID,RESTAURANT NAME,BOROUGH,BUILDING,STREET,ZIPCODE,INSPECTION YEAR,GRADE,NUMBER OF CRITICAL VIOLATIONS
22963,50064481,TUNG SUM BAKERY,BROOKLYN,3924,9TH AVE,11232,2018,0,2.5
22964,50064485,YOURS TRULY,MANHATTAN,1592,3RD AVE,10128,2019,0,1.0
22965,50064486,JOE & THE JUICE,MANHATTAN,993,LEXINGTON AVE,10021,2018,0,2.5
22966,50064491,MIFUNE NEW YORK,MANHATTAN,245,E 44TH ST,10017,2018,0,1.5
22967,50064502,APPLE GOURMET,MANHATTAN,225,BROADWAY,10007,2018,0,2.0
22968,50064506,THE GRAND,QUEENS,3701,30TH AVE,11103,2018,0,1.5
22969,50064514,BABY BRASA,MANHATTAN,173,7TH AVE S,10014,2018,0,3.5
22970,50064516,CROSS CULTURE KITCHEN,MANHATTAN,62,E 116TH ST,10029,2018,0,1.0
22971,50064516,CROSS CULTURE KITCHEN,MANHATTAN,62,E 116TH ST,10029,2019,0,1.0
22972,50064520,IZZY'S BBQ SMOKEHOUSE,BROOKLYN,397,TROY AVE,11213,2018,0,1.5
22973,50064521,GONG CHA,BROOKLYN,156,LAWRENCE ST,11201,2018,0,1.0
22974,50064523,PINK MOOSE,MANHATTAN,1070,1ST AVE,10022,2018,0,1.0
22975,50064523,PINK MOOSE,MANHATTAN,1070,1ST AVE,10022,2019,0,2.0
22976,50064526,A8 PAN ASIAN VEGAN,BROOKLYN,268,PROSPECT PARK W,11215,2018,0,1.0
22977,50064526,A8 PAN ASIAN VEGAN,BROOKLYN,268,PROSPECT PARK W,11215,2019,0,1.0
22978,50064538,LA ABUDNANICA RESTAURANT & BAKERY,QUEENS,3701,JUNCTION BLVD,11368,2018,0,1.5
22979,50064539,LA ABUNDANCIA RESTAURANT & BAKERY,QUEENS,8116,ROOSEVELT AVE,11372,2018,0,1.0
22980,50064541,RAMEN ISHIDA,MANHATTAN,122,LUDLOW ST,10002,2018,0,1.0
22981,50064541,RAMEN ISHIDA,MANHATTAN,122,LUDLOW ST,10002,2019,0,1.0
22982,50064551,THE CROWN,MANHATTAN,50,BOWERY,10013,2018,0,1.0
22983,50064553,FIRE LEOPARD BBQ INC,BROOKLYN,772,57TH ST,11220,2018,0,3.0
22984,50064555,SYCAMORE,BROOKLYN,1118,CORTELYOU RD,11218,2018,0,1.0
22985,50064555,SYCAMORE,BROOKLYN,1118,CORTELYOU RD,11218,2019,0,1.0
22986,50064557,VENIERO'S BAKERY,MANHATTAN,340-342,E 11TH ST,10003,2018,0,2.0
22987,50064557,VENIERO'S BAKERY,MANHATTAN,340-342,E 11TH ST,10003,2019,0,2.0
22988,50064563,ANDREWS CLASSIC ROADSIDE HAMBURGERS,MANHATTAN,230,PARK AVE,10169,2018,0,1.0
22989,50064570,Hong Man,MANHATTAN,27,ELDRIDGE ST,10002,2018,0,1.0
22990,50064572,SOCIETY CAFE,MANHATTAN,52,W 13TH ST,10011,2018,0,2.0
22991,50064572,SOCIETY CAFE,MANHATTAN,52,W 13TH ST,10011,2019,0,1.0
22992,50064574,RIM TIN MEDITTEREAN,QUEENS,10402,METROPOLITAN AVE,11375,2018,0,1.0
22993,50064578,JUNIOR'S RESTAURANT,MANHATTAN,750,7TH AVE,10019,2018,0,1.0
22994,50064582,POKE WAVE,QUEENS,3507,BROADWAY,11106,2018,0,1.0
22995,50064590,SAPOARA,MANHATTAN,2262,1ST AVE,10035,2019,0,1.0
22996,50064591,CAMPERDOWN ELM,BROOKLYN,441,7TH AVE,11215,2018,0,1.0
22997,50064591,CAMPERDOWN ELM,BROOKLYN,441,7TH AVE,11215,2019,0,1.0
22998,50064616,EIGHT TURN CREPE  (DEKALB MARKET),BROOKLYN,445,ALBEE SQUARE WEST,11201,2018,0,1.0
22999,50064632,JIB CATERING,QUEENS,4840,34TH ST,11101,2018,0,1.0
23000,50064635,MIZU SUSHI & DUMONT BURGER,BROOKLYN,314,BEDFORD AVE,11249,2018,0,3.0
23001,50064637,MCDONALD,BRONX,925,HUNTS POINT AVE,10459,2018,0,1.0
23002,50064645,GYU KAKU,QUEENS,4052,MAIN ST,11354,2018,0,1.0
23003,50064645,GYU KAKU,QUEENS,4052,MAIN ST,11354,2019,0,1.0
23004,50064646,IMLI,MANHATTAN,1136,1ST AVE,10065,2018,0,3.0
23005,50064650,SZECHUAN STORY,QUEENS,3610,UNION ST,11354,2018,0,2.0
23006,50064650,SZECHUAN STORY,QUEENS,3610,UNION ST,11354,2019,0,1.0
23007,50064654,ANPANMAN BAKERY CAFE,MANHATTAN,83,CANAL ST,10002,2018,0,4.666666666666667
23008,50064665,FARMSTAND BOOTH 8,MANHATTAN,230,PARK AVE,10169,2018,0,3.0
23009,50064665,FARMSTAND BOOTH 8,MANHATTAN,230,PARK AVE,10169,2019,0,2.0
23010,50064666,FRYING PAN WHEELHOUSE,BROOKLYN,68,34TH ST,11232,2018,0,1.0
23011,50064670,MS CARIDAD RESTAURANT,BRONX,845,SOUNDVIEW AVE,10473,2018,0,1.5
23012,50064671,HIGHWAY RESTAURANT & BAR,BROOKLYN,5419,CHURCH AVE,11203,2018,0,2.0
23013,50064671,HIGHWAY RESTAURANT & BAR,BROOKLYN,5419,CHURCH AVE,11203,2019,0,1.0
23014,50064681,BOBBY SPOT NUVO CAFE,QUEENS,4701,VAN DAM ST,11101,2018,0,1.0
23015,50064681,BOBBY SPOT NUVO CAFE,QUEENS,4701,VAN DAM ST,11101,2019,0,1.0
23016,50064686,HUG ESAN,QUEENS,7716,WOODSIDE AVE,11373,2018,0,1.0
23017,50064686,HUG ESAN,QUEENS,7716,WOODSIDE AVE,11373,2019,0,1.0
23018,50064693,JUICE BAR NYC,MANHATTAN,1371,3RD AVE,10075,2018,0,1.0
23019,50064699,LUV STORY BAR,BROOKLYN,894,WYCKOFF AVE,11237,2018,0,1.0
23020,50064708,'CESCA,MANHATTAN,166,W 75TH ST,10023,2018,0,1.0
23021,50064709,LE FRENCH TART,BROOKLYN,579,5TH AVE,11215,2018,0,2.0
23022,50064714,AREPA LADY,BROOKLYN,445,GOLD ST,11201,2018,0,1.0
23023,50064714,AREPA LADY,BROOKLYN,445,GOLD ST,11201,2019,0,1.0
23024,50064740,THE COMMISSIONER TAVERN,BROOKLYN,247,5TH AVE,11215,2018,0,1.0
23025,50064764,NAOKI TAKAHASHI,MANHATTAN,311,W 17TH ST,10011,2018,0,1.0
23026,50064773,COOKUNITY,MANHATTAN,737,2ND AVE,10016,2019,0,1.0
23027,50064777,OSTERIA 106,MANHATTAN,53,W 106TH ST,10025,2018,0,2.0
23028,50064781,QUALITY EATS,MANHATTAN,1496,2ND AVE,10075,2018,0,2.0
23029,50064785,REGINA'S GROCERY,MANHATTAN,27,ORCHARD ST,10002,2018,0,1.0
23030,50064788,CUTE CAT CAFE,QUEENS,6669,FRESH POND RD,11385,2018,0,1.0
23031,50064788,CUTE CAT CAFE,QUEENS,6669,FRESH POND RD,11385,2019,0,1.0
23032,50064806,PURE GREEN,MANHATTAN,45,E 45TH ST,10017,2018,0,1.0
23033,50064814,PURE GREEN,MANHATTAN,60,E 8TH ST,10003,2018,0,1.0
23034,50064814,PURE GREEN,MANHATTAN,60,E 8TH ST,10003,2019,0,1.0
23035,50064820,LA VECINA,QUEENS,3066,STEINWAY ST,11103,2018,0,1.0
23036,50064825,FRESCO TORTILLAS,BROOKLYN,113,COURT ST,11201,2019,0,1.0
23037,50064836,SUPERMOON BAKEHOUSE,MANHATTAN,120,RIVINGTON ST,10002,2018,0,1.0
23038,50064839,PokeRice,MANHATTAN,162,W 4TH ST,10014,2018,0,1.0
23039,50064840,PURPLE RICE KOREAN KITCHEN,MANHATTAN,263,W 30TH ST,10001,2018,0,2.0
23040,50064841,CHAMPION PIZZA COLUMBUS,MANHATTAN,1000S,8TH AVE,10019,2018,0,1.0
23041,50064841,CHAMPION PIZZA COLUMBUS,MANHATTAN,1000S,8TH AVE,10019,2019,0,1.0
23042,50064842,UNCLE LOUIE G,BROOKLYN,157,PROSPECT PARK SW,11218,2018,0,2.0
23043,50064844,MAMA  MECHO,BROOKLYN,200,KNICKERBOCKER AVE,11237,2018,0,1.0
23044,50064848,NORIBAR,BROOKLYN,326,KINGSTON AVE,11213,2018,0,1.0
23045,50064848,NORIBAR,BROOKLYN,326,KINGSTON AVE,11213,2019,0,2.0
23046,50064854,MAROLO RESTAURANT,BRONX,606,E 187TH ST,10458,2018,0,2.0
23047,50064856,SUGAR HILL CREAMERY,MANHATTAN,184,LENOX AVE,10026,2018,0,1.0
23048,50064858,TETSU,MANHATTAN,78,LEONARD ST,10013,2018,0,2.0
23049,50064858,TETSU,MANHATTAN,78,LEONARD ST,10013,2019,0,2.0
23050,50064881,SEAWALK RESTAURANT,MANHATTAN,261,DYCKMAN ST,10034,2018,0,2.0
23051,50064892,Brooklyn Whiskers,BROOKLYN,1008,MANHATTAN AVE,11222,2018,0,1.0
23052,50064898,CHIRPING CHICKEN,MANHATTAN,350,3RD AVE,10010,2018,0,1.0
23053,50064914,HUNAN KITCHEN FLUSHING,QUEENS,4247,MAIN ST,11355,2018,0,2.0
23054,50064914,HUNAN KITCHEN FLUSHING,QUEENS,4247,MAIN ST,11355,2019,0,1.0
23055,50064915,PAUL MICHAEL'S BRICK OVEN CAFE,QUEENS,8519,126TH ST,11415,2018,0,2.0
23056,50064922,B&B HALALL RESTAURANT,BROOKLYN,67A,UTICA AVE,11213,2018,0,4.0
23057,50064926,AJIHEI,BROOKLYN,156,KNICKERBOCKER AVE,11237,2018,0,1.0
23058,50064927,LA CHULA,MANHATTAN,137,E 116TH ST,10029,2019,0,1.0
23059,50064929,BEETS AND CARROTS,BROOKLYN,9905,3RD AVE,11209,2018,0,1.0
23060,50064934,SIMMER DOWN RESTAURANT,BROOKLYN,133,ROCKAWAY AVE,11233,2018,0,3.0
23061,50064934,SIMMER DOWN RESTAURANT,BROOKLYN,133,ROCKAWAY AVE,11233,2019,0,1.0
23062,50064937,KENNEDY FRIED CHICKEN,BRONX,973,LEGGETT AVE,10455,2018,0,1.0
23063,50064939,NUEVA NUTRICION,QUEENS,10022,37TH AVE,11368,2018,0,1.0
23064,50064941,MR WISH,QUEENS,8062,LEFFERTS BLVD,11415,2018,0,1.0
23065,50064946,RAVIOLO,MANHATTAN,57,7TH AVE S,10014,2018,0,1.0
23066,50064947,420 NO.1 CHINESE FOOD,BROOKLYN,420,DITMAS AVE,11218,2018,0,1.3333333333333333
23067,50064971,MCDONALD'S,QUEENS,000,JFK INTL AIRPORT ERMINAL 1,11430,2018,0,1.0
23068,50064981,88 CANTEEN,QUEENS,5846,MAIN ST,11355,2018,0,1.0
23069,50064986,BIENANGY'S RINCONCITO DULCE,MANHATTAN,1650,SAINT NICHOLAS AVE,10040,2018,0,1.5
23070,50064986,BIENANGY'S RINCONCITO DULCE,MANHATTAN,1650,SAINT NICHOLAS AVE,10040,2019,0,1.0
23071,50065009,IL FORNO PIZZA,STATEN ISLAND,6382,AMBOY RD,10309,2018,0,1.0
23072,50065026,CORBET & CONLEY CATERERS,MANHATTAN,145,E 17TH ST,10003,2018,0,2.0
23073,50065028,HAAGEN-DAZS ICE CREAM,BROOKLYN,120,MONTAGUE ST,11201,2018,0,1.5
23074,50065030,LAOMA MA LA TANG,QUEENS,13620,ROOSEVELT AVE,11354,2018,0,1.0
23075,50065033,ROCKY SULLIVAN'S,BROOKLYN,46,BEARD ST,11231,2018,0,1.0
23076,50065037,DAVID'S BAKERY,BROOKLYN,4918,AVENUE H,11234,2018,0,1.0
23077,50065042,KOTTI BERLINER DONER KEBAB,BROOKLYN,445,ALBEE SQUARE WEST,11201,2018,0,1.0
23078,50065042,KOTTI BERLINER DONER KEBAB,BROOKLYN,445,ALBEE SQUARE WEST,11201,2019,0,1.0
23079,50065072,GO GO CURRY,MANHATTAN,235,E 53RD ST,10022,2018,0,1.0
23080,50065072,GO GO CURRY,MANHATTAN,235,E 53RD ST,10022,2019,0,2.0
23081,50065074,NEW WORLD SIBLINGS INC #21,QUEENS,13620,ROOSEVELT AVE,11354,2018,0,2.0
23082,50065074,NEW WORLD SIBLINGS INC #21,QUEENS,13620,ROOSEVELT AVE,11354,2019,0,1.0
23083,50065077,RUAMMIT THAI,BROOKLYN,742,NOSTRAND AVE,11216,2018,0,1.0
23084,50065078,MADE IN PUERTO RICO,BRONX,3363,E TREMONT AVE,10461,2018,0,3.0
23085,50065078,MADE IN PUERTO RICO,BRONX,3363,E TREMONT AVE,10461,2019,0,1.0
23086,50065089,SUSHI ISHIKAWA,MANHATTAN,419,E 74TH ST,10021,2018,0,1.0
23087,50065094,HUB THAI,MANHATTAN,103-105,AVENUE A,10009,2018,0,2.0
23088,50065094,HUB THAI,MANHATTAN,103-105,AVENUE A,10009,2019,0,2.0
23089,50065108,GOLDEN GATE EXPRESS,BRONX,300,W 231ST ST,10463,2018,0,1.0
23090,50065108,GOLDEN GATE EXPRESS,BRONX,300,W 231ST ST,10463,2019,0,1.5
23091,50065112,CUZIN'S DUZIN,BROOKLYN,445,ALBEE SQUARE WEST,11201,2018,0,1.0
23092,50065115,Beniam Cuisine,MANHATTAN,2795,FREDERICK DOUGLASS BLVD,10039,2018,0,1.0
23093,50065121,BELARUSSIAN XATA,BROOKLYN,1655,SHEEPSHEAD BAY RD,11235,2018,0,1.5
23094,50065122,PEKING HOUSE RESTAURANT INC.,QUEENS,9617,LIBERTY AVE,11417,2018,0,1.0
23095,50065125,CAPTAIN FRIED CHICKEN,MANHATTAN,39,MADISON ST,10038,2018,0,1.0
23096,50065126,FIRENZE RISTORANTE,MANHATTAN,1555,2ND AVE,10028,2018,0,2.0
23097,50065129,BROOKLYN HALAL GRILL,BROOKLYN,1148,LIBERTY AVE,11208,2018,0,1.6666666666666667
23098,50065133,EGG SHOP,BROOKLYN,138,N 8TH ST,11249,2018,0,1.0
23099,50065133,EGG SHOP,BROOKLYN,138,N 8TH ST,11249,2019,0,1.0
23100,50065135,FORTINA (DEKALB MARKET),BROOKLYN,445,GOLD ST,11201,2018,0,1.0
23101,50065135,FORTINA (DEKALB MARKET),BROOKLYN,445,GOLD ST,11201,2019,0,2.0
23102,50065137,YUMMY YUMMY,BROOKLYN,782,47TH ST,11220,2018,0,4.0
23103,50065137,YUMMY YUMMY,BROOKLYN,782,47TH ST,11220,2019,0,1.0
23104,50065143,HO MAY RESTAURANT,BROOKLYN,638,DECATUR ST,11233,2018,0,1.0
23105,50065145,FAMILY COFFEE SHOP,BRONX,219,W 230TH ST,10463,2018,0,1.0
23106,50065145,FAMILY COFFEE SHOP,BRONX,219,W 230TH ST,10463,2019,0,3.0
23107,50065151,LUA,BROOKLYN,1006,FLUSHING AVE,11237,2018,0,2.0
23108,50065159,DELFINI,BRONX,500,TIFFANY ST,10474,2018,0,1.5
23109,50065176,PARKLIFE,BROOKLYN,636,DEGRAW ST,11217,2019,0,2.0
23110,50065178,CHERNIN SUSHI N RAMEN,MANHATTAN,306,E 6TH ST,10003,2018,0,2.0
23111,50065179,FIFTY,MANHATTAN,50,COMMERCE ST,10014,2018,0,1.0
23112,50065187,TACOS EL NOPAL,BROOKLYN,8321,5TH AVE,11209,2018,0,1.5
23113,50065189,NORTH COAST SHARK AND BAKE,BROOKLYN,873,SCHENECTADY AVE,11203,2018,0,1.0
23114,50065190,ER BAR,MANHATTAN,605,2ND AVE,10016,2018,0,1.5
23115,50065191,NOBLESSE HOUSE,QUEENS,14938,41ST AVE,11355,2018,0,1.5
23116,50065192,XINYANG RESTAURANT,QUEENS,13621,41ST AVE,11355,2018,0,1.0
23117,50065193,MR GRILLOOO,BROOKLYN,1401,ROCKAWAY PKWY,11236,2018,0,1.0
23118,50065197,BAJEKO SEKUWA,QUEENS,4316,QUEENS BLVD,11104,2018,0,3.0
23119,50065197,BAJEKO SEKUWA,QUEENS,4316,QUEENS BLVD,11104,2019,0,1.0
23120,50065198,BY THE SLICE,QUEENS,23609,BRADDOCK AVE,11426,2018,0,1.5
23121,50065221,MONDAYOFF,BROOKLYN,752,CONEY ISLAND AVE,11218,2018,0,1.0
23122,50065223,CANTINA TAQUERIA & TEQUILA BAR,MANHATTAN,329,LENOX AVE,10027,2018,0,2.0
23123,50065223,CANTINA TAQUERIA & TEQUILA BAR,MANHATTAN,329,LENOX AVE,10027,2019,0,2.0
23124,50065229,PIATTO,QUEENS,150,50TH AVE,11101,2018,0,1.0
23125,50065236,LIKKLE MORE JERK (DEKALB MARKET),BROOKLYN,445,ALBEE SQUARE WEST,11201,2018,0,1.0
23126,50065236,LIKKLE MORE JERK (DEKALB MARKET),BROOKLYN,445,ALBEE SQUARE WEST,11201,2019,0,1.0
23127,50065243,SHAHERIZADA RESTAURANT,BROOKLYN,2390,CONEY ISLAND AVE,11223,2018,0,2.0
23128,50065251,80'S TEA,BROOKLYN,6815,BAY PKWY,11204,2018,0,1.0
23129,50065262,Grab and Go,QUEENS,4025,CRESCENT ST,11101,2018,0,1.0
23130,50065270,CHINA STAR,BRONX,1784,JEROME AVE,10453,2018,0,1.0
23131,50065270,CHINA STAR,BRONX,1784,JEROME AVE,10453,2019,0,1.0
23132,50065274,ISTANBUL PARK,BROOKLYN,293,7TH AVE,11215,2018,0,1.0
23133,50065278,THE FERN,MANHATTAN,166,1ST AVE,10009,2018,0,2.0
23134,50065281,EL VALLE SEAFOOD RESTAURANT,MANHATTAN,588,LENOX AVE,10037,2018,0,1.0
23135,50065281,EL VALLE SEAFOOD RESTAURANT,MANHATTAN,588,LENOX AVE,10037,2019,0,1.0
23136,50065286,NANA'S BISTRO & CATERING,QUEENS,20520,JAMAICA AVE,11423,2018,0,1.0
23137,50065290,JG MELON,MANHATTAN,480,AMSTERDAM AVE,10024,2018,0,1.0
23138,50065291,JIMBO SLIMS,BROOKLYN,524,GRAHAM AVE,11222,2018,0,1.0
23139,50065301,NOTO'S CASA CUCINA,STATEN ISLAND,150,GREAVES LN,10308,2018,0,1.0
23140,50065305,BOCA CHICA SEAFOOD,MANHATTAN,584,W 207TH ST,10034,2018,0,1.0
23141,50065306,CHENG'S,STATEN ISLAND,2040,FOREST AVE,10303,2018,0,1.0
23142,50065311,LUZZO'S (in Gansevoort Market),MANHATTAN,353,W 14TH ST,10014,2018,0,1.0
23143,50065314,SWEETGREEN DUMBO,BROOKLYN,50,WASHINGTON ST,11201,2018,0,1.0
23144,50065316,& PIZZA,MANHATTAN,15,W 28TH ST,10001,2018,0,1.0
23145,50065316,& PIZZA,MANHATTAN,15,W 28TH ST,10001,2019,0,2.0
23146,50065318,HABANERO MEXICAN CUISINE,BRONX,141,LINCOLN AVE,10454,2018,0,2.0
23147,50065323,RESOBOX,MANHATTAN,91,E 3RD ST,10003,2018,0,1.0
23148,50065324,GIOVANNI'S ITALIAN PIZZERIA,MANHATTAN,1011,COLUMBUS AVE,10025,2018,0,1.0
23149,50065324,GIOVANNI'S ITALIAN PIZZERIA,MANHATTAN,1011,COLUMBUS AVE,10025,2019,0,1.0
23150,50065325,TASTE OF CHINA,QUEENS,4501,BROADWAY,11103,2018,0,1.5
23151,50065334,MAGICO AMANECER,QUEENS,4018,108TH ST,11368,2019,0,2.0
23152,50065335,WEST BAR & LOUNGE,QUEENS,13322,SPRINGFIELD BLVD,11413,2018,0,1.0
23153,50065335,WEST BAR & LOUNGE,QUEENS,13322,SPRINGFIELD BLVD,11413,2019,0,1.0
23154,50065346,CASA FRANCO,STATEN ISLAND,747,FOREST AVE,10310,2018,0,2.0
23155,50065353,J & R's DOSA GARDEN,STATEN ISLAND,323,VICTORY BLVD,10301,2018,0,1.0
23156,50065354,CASA PUBLICA,BROOKLYN,594,UNION AVE,11211,2019,0,2.0
23157,50065358,ANDIAMO CAFE,BRONX,2467,GRAND CONCOURSE,10468,2018,0,1.0
23158,50065358,ANDIAMO CAFE,BRONX,2467,GRAND CONCOURSE,10468,2019,0,1.0
23159,50065362,THE GREAT AMERICAN BAGEL BAKERY,MANHATTAN,200,BROADWAY,10038,2018,0,3.0
23160,50065362,THE GREAT AMERICAN BAGEL BAKERY,MANHATTAN,200,BROADWAY,10038,2019,0,1.0
23161,50065363,Hemo's Spot Juice Bar & Cafe,BROOKLYN,486,BAY RIDGE AVE,11220,2018,0,1.0
23162,50065367,SENSAKANA,MANHATTAN,28,W 44TH ST,10036,2018,0,1.0
23163,50065376,GOLDEN ARROW BAR & LOUNGE,QUEENS,10714,101ST AVE,11416,2018,0,1.0
23164,50065376,GOLDEN ARROW BAR & LOUNGE,QUEENS,10714,101ST AVE,11416,2019,0,2.0
23165,50065377,DEJA VU,QUEENS,3322,28TH AVE,11103,2019,0,1.0
23166,50065381,HANG YAN,QUEENS,13514,JAMAICA AVE,11418,2018,0,2.0
23167,50065389,BLU BAR AND GRILL,BROOKLYN,1811,EMMONS AVE,11235,2018,0,3.0
23168,50065389,BLU BAR AND GRILL,BROOKLYN,1811,EMMONS AVE,11235,2019,0,1.0
23169,50065400,EL TORITO,QUEENS,13207B,14TH AVE,11356,2018,0,1.0
23170,50065401,CAFE FLORAL DELIGHT,MANHATTAN,380,E 10TH ST,10009,2018,0,3.0
23171,50065407,POPEYES,BROOKLYN,1630,BUSHWICK AVE,11207,2019,0,1.0
23172,50065408,VILLA PIZZA,BRONX,3133,VILLA AVE,10468,2018,0,2.0
23173,50065412,BIA RESTAURANT & BAR,QUEENS,27112,UNION TPKE,11040,2018,0,3.0
23174,50065420,IL CARINO RESTAURANT,MANHATTAN,1710,2ND AVE,10128,2018,0,2.0
23175,50065423,TACO DEKALB MARKET/THE PAELL SHACK/DULCINEA,BROOKLYN,445,ALBEE SQUARE WEST,11201,2018,0,1.0
23176,50065426,GELARTO,MANHATTAN,145,AVENUE A,10009,2018,0,1.0
23177,50065426,GELARTO,MANHATTAN,145,AVENUE A,10009,2019,0,2.0
23178,50065427,UPTOWN JUICE BAR,MANHATTAN,2524,7TH AVE,10039,2018,0,1.0
23179,50065446,POKE BAR,MANHATTAN,1333,BROADWAY,10018,2018,0,1.0
23180,50065451,BAYA BAR,STATEN ISLAND,6833,AMBOY RD,10309,2018,0,2.0
